B3&B7,B3&B8,B7&B8
0.0,0.0,0.0
3.3333333333333335e-05,3.3333333333333335e-05,0.0007333333333333334
0.0011,0.0006,0.010533333333333334
0.0,3.3266799733865e-05,0.0006333333333333334
6.666666666666667e-05,0.0024666666666666665,0.0084
0.0,0.0,0.0016666666666666668
0.0,0.00043306772908366506,0.0038051724137931025
0.0,0.0,0.0
0.0,0.0,0.0
0.0014666666666666667,0.0,6.666666666666667e-05
